platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,review_original,review_sentiment,has_emo_pos,has_emo_neg,has_laugh,has_cry,has_exclamation,has_question,has_number,original_char_len,서비스_matched_keywords
naver,원조 조박집 본관,비아22,20.0,2026.01.19,1번째 방문,영수증,이 집 진~짜 친절해요 저희 잘 먹는다고 추가로 된장도 주시고 마지막에는 식혜도 주셨어요. 돼지갈비도 너무 맛있고 가성비 좋아요. 다시 올 의향 있습니다!,86,True,,,,이 집 진~짜 친절해요 저희 잘 먹는다고 추가로 된장도 주시고 마지막에는 식혜도 주셨어요. 돼지갈비도 너무 맛있고 가성비 좋아요. 다시 올 의향 있습니다!,이 집 진 짜 친절해요 저희 잘 먹는다고 추가로 된장도 주시고 마지막에는 식혜도 주셨어요 돼지갈비도 너무 맛있고 가성비 좋아요 다시 올 의향 있습니다 EXCLAM,0,0,0,0,1,0,0,86,친절
naver,쭌곱창,할랑방구리,83.0,2026.04.22,1번째 방문,영수증,특별한 메뉴고 사장님이 진짜 친절해요 강추,23,True,,,,특별한 메뉴고 사장님이 진짜 친절해요 강추,특별한 메뉴고 사장님이 진짜 친절해요 강추,0,0,0,0,0,0,0,23,"친절, 사장님"
naver,소문난성수감자탕,옹혜,876.0,2025.10.18,3번째 방문,영수증,사람 많을 때는 포장이 답인 소문난성수감자탕 😚 매장에서도 먹어봤지만 포장해서 먹는 게 좋더라고요! 양도 많고 웨이팅 안 해도 되니까 굿 👍🏻 수제비까지 넣어서 먹으면 더 맛있으니 수제비 꼭 같이 드세요! 맛있고 자극적인 감자탕입니당 굿굿 😚💗,136,True,,,,사람 많을 때는 포장이 답인 소문난성수감자탕 😚 매장에서도 먹어봤지만 포장해서 먹는 게 좋더라고요! 양도 많고 웨이팅 안 해도 되니까 굿 👍🏻 수제비까지 넣어서 먹으면 더 맛있으니 수제비 꼭 같이 드세요! 맛있고 자극적인 감자탕입니당 굿굿 😚💗,사람 많을 때는 포장이 답인 소문난성수감자탕 매장에서도 먹어봤지만 포장해서 먹는 게 좋더라고요 EXCLAM 양도 많고 웨이팅 안 해도 되니까 굿 EMO_POS 수제비까지 넣어서 먹으면 더 맛있으니 수제비 꼭 같이 드세요 EXCLAM 맛있고 자극적인 감자탕입니당 굿굿 EMO_POS,1,0,0,0,1,0,0,136,웨이팅
naver,훼미리손칼국수보쌈,쵸코상자,1933.0,2025.02.08,1번째 방문,영수증,"짝꿍이랑 성수동 나갔다가 늦은점심 먹으러 들름. 다행이 웨이팅이 없어서 바로 앉았는데 뒷팀부터 웨이팅줄이 생김. 정식먹었는데 배추쌈도 싱싱하고 보쌈김치랑 보쌈고기도 맛있었음. 기본상에 깔리는 김치는 칼국수랑 먹기에 딱이었음. 칼국수는 옅은 사골국물 베이스었는데 밥과도 잘 어울리는 국물이라 국수랑 밥, 모두 맛나게 먹었음. 친절한 이모님 덕분에 더 기분좋은 식사였음. 짝꿍이 또 오자고 함.",218,True,,,,"짝꿍이랑 성수동 나갔다가 늦은점심 먹으러 들름. 다행이 웨이팅이 없어서 바로 앉았는데 뒷팀부터 웨이팅줄이 생김. 정식먹었는데 배추쌈도 싱싱하고 보쌈김치랑 보쌈고기도 맛있었음. 기본상에 깔리는 김치는 칼국수랑 먹기에 딱이었음. 칼국수는 옅은 사골국물 베이스었는데 밥과도 잘 어울리는 국물이라 국수랑 밥, 모두 맛나게 먹었음. 친절한 이모님 덕분에 더 기분좋은 식사였음. 짝꿍이 또 오자고 함.",짝꿍이랑 성수동 나갔다가 늦은점심 먹으러 들름 다행이 웨이팅이 없어서 바로 앉았는데 뒷팀부터 웨이팅줄이 생김 정식먹었는데 배추쌈도 싱싱하고 보쌈김치랑 보쌈고기도 맛있었음 기본상에 깔리는 김치는 칼국수랑 먹기에 딱이었음 칼국수는 옅은 사골국물 베이스었는데 밥과도 잘 어울리는 국물이라 국수랑 밥 모두 맛나게 먹었음 친절한 이모님 덕분에 더 기분좋은 식사였음 짝꿍이 또 오자고 함,0,0,0,0,0,0,0,218,"친절, 웨이팅"
naver,홍대 육지,dbw****,2.0,2026.04.12,1번째 방문,영수증,"여기 고기 먹고 나서 다른 곳 가면 입이 까다로워질 수 있습니다 주의하세요ㅋㅋ 고기 굽는 냄새부터 이미 게임 끝이고, 한입 먹자마자 감탄사 자동 발사됨. 특히 볶음밥은 진짜 배가 불러도 별도 위장 열어서 먹어야 합니다. 계란후라이 톡 터뜨려서 먹는 순간 행복이 이런 거구나 싶었어요. 심지어 직원분들이 다 얼굴맛집.. 술이 술술 들어가서 지갑은 울고 입은 웃는 곳입니다.",207,True,,,,"여기 고기 먹고 나서 다른 곳 가면 입이 까다로워질 수 있습니다 주의하세요ㅋㅋ 고기 굽는 냄새부터 이미 게임 끝이고, 한입 먹자마자 감탄사 자동 발사됨. 특히 볶음밥은 진짜 배가 불러도 별도 위장 열어서 먹어야 합니다. 계란후라이 톡 터뜨려서 먹는 순간 행복이 이런 거구나 싶었어요. 심지어 직원분들이 다 얼굴맛집.. 술이 술술 들어가서 지갑은 울고 입은 웃는 곳입니다.",여기 고기 먹고 나서 다른 곳 가면 입이 까다로워질 수 있습니다 주의하세요 고기 굽는 냄새부터 이미 게임 끝이고 한입 먹자마자 감탄사 자동 발사됨 특히 볶음밥은 진짜 배가 불러도 별도 위장 열어서 먹어야 합니다 계란후라이 톡 터뜨려서 먹는 순간 행복이 이런 거구나 싶었어요 심지어 직원분들이 다 얼굴맛집 술이 술술 들어가서 지갑은 울고 입은 웃는 곳입니다,0,0,0,0,0,0,0,207,직원
kakao,육산장 홍대본점,이도은,4.0,2025-05-30,,,전맛탱입니다 분위기 개좋고 직원분들도 친절해용!!,27,True,5.0,5.0,브론즈 레벨,전맛탱입니다 분위기 개좋고 직원분들도 친절해용!!,전맛탱입니다 분위기 개좋고 직원분들도 친절해용 EXCLAM,0,0,0,0,1,0,0,27,"친절, 직원"
naver,할머니의 레시피,여느니쓰,530.0,2025.09.03,1번째 방문,영수증,"저장해놓고 가야지 하다가 첫 방문인데요 진짜 맛있었고 친절하시고, 사실 외국인들 많은 식당은 별루인데 오히려 다른곳들보다 더 맛있었네요. 쌈밥하고 생선구이 먹었는데 다른거 먹으러 또 방문할 예정입니다 🤍",113,True,,,,"저장해놓고 가야지 하다가 첫 방문인데요 진짜 맛있었고 친절하시고, 사실 외국인들 많은 식당은 별루인데 오히려 다른곳들보다 더 맛있었네요. 쌈밥하고 생선구이 먹었는데 다른거 먹으러 또 방문할 예정입니다 🤍",저장해놓고 가야지 하다가 첫 방문인데요 진짜 맛있었고 친절하시고 사실 외국인들 많은 식당은 별루인데 오히려 다른곳들보다 더 맛있었네요 쌈밥하고 생선구이 먹었는데 다른거 먹으러 또 방문할 예정입니다 EMO_POS,1,0,0,0,0,0,0,113,친절
naver,훼미리손칼국수보쌈,궁금해ㅋ47,23.0,2025.11.09,1번째 방문,영수증,맛이 평범 이하에요. 더 별로였던 점은 직원들이 너무 불친절해요 특히 녹색티 입었던 한국 아주머니는 손님이 물어보면 온갖 짜증을 내서 매우 불쾌했어요. 절대 재방문의사 없어요.,98,False,,,,맛이 평범 이하에요. 더 별로였던 점은 직원들이 너무 불친절해요 특히 녹색티 입었던 한국 아주머니는 손님이 물어보면 온갖 짜증을 내서 매우 불쾌했어요. 절대 재방문의사 없어요.,맛이 평범 이하에요 더 별로였던 점은 직원들이 너무 불친절해요 특히 녹색티 입었던 한국 아주머니는 손님이 물어보면 온갖 짜증을 내서 매우 불쾌했어요 절대 재방문의사 없어요,0,0,0,0,0,0,0,98,"친절, 불친절, 직원"
kakao,금금,꾸익,3.0,2025-07-21,,,불친절하고 눈치보면서 먹어야하는 곳. 특히 팔에 문신있는 홀보는 직원은 외식업 하면 안됨,49,False,1.0,3.7,브론즈 레벨,불친절하고 눈치보면서 먹어야하는 곳. 특히 팔에 문신있는 홀보는 직원은 외식업 하면 안됨,불친절하고 눈치보면서 먹어야하는 곳 특히 팔에 문신있는 홀보는 직원은 외식업 하면 안됨,0,0,0,0,0,0,0,49,"친절, 불친절, 직원"
naver,각시보쌈,Yulmaeng,161.0,2025.07.09,1번째 방문,영수증,"평일 저녁 퇴근 직후 방문했는데도 사람들이 많았다. 상차림과 메인음식이 굉장히 빠르게 나오나 회식 및 저녁 술 손님이 많으셔 회전율은 다소 빠르지 않다. 및반찬도 정갈하게 잘 나오며, 보쌈 정식메뉴에 김치찌개가 함께나와 추가 주문없이 식사할 수 있어 좋았다. 수육은 고기잡내 하나 없이 굉장히 부드럽고, 간도 적당하니 맛있었다. 너무 푹 익어 흐물거리는 식감이 아니라 씹는맛도 즐길수 있었다.",219,True,,,,"평일 저녁 퇴근 직후 방문했는데도 사람들이 많았다. 상차림과 메인음식이 굉장히 빠르게 나오나 회식 및 저녁 술 손님이 많으셔 회전율은 다소 빠르지 않다. 및반찬도 정갈하게 잘 나오며, 보쌈 정식메뉴에 김치찌개가 함께나와 추가 주문없이 식사할 수 있어 좋았다. 수육은 고기잡내 하나 없이 굉장히 부드럽고, 간도 적당하니 맛있었다. 너무 푹 익어 흐물거리는 식감이 아니라 씹는맛도 즐길수 있었다.",평일 저녁 퇴근 직후 방문했는데도 사람들이 많았다 상차림과 메인음식이 굉장히 빠르게 나오나 회식 및 저녁 술 손님이 많으셔 회전율은 다소 빠르지 않다 및반찬도 정갈하게 잘 나오며 보쌈 정식메뉴에 김치찌개가 함께나와 추가 주문없이 식사할 수 있어 좋았다 수육은 고기잡내 하나 없이 굉장히 부드럽고 간도 적당하니 맛있었다 너무 푹 익어 흐물거리는 식감이 아니라 씹는맛도 즐길수 있었다,0,0,0,0,0,0,0,219,주문
naver,훼미리손칼국수보쌈,monsel,2142.0,2025.05.08,1번째 방문,영수증,친절하시고 음식도 맛있었어요,15,True,,,,친절하시고 음식도 맛있었어요,친절하시고 음식도 맛있었어요,0,0,0,0,0,0,0,15,친절
naver,훼미리손칼국수보쌈,루꼴롸,2133.0,2025.08.17,1번째 방문,예약,일요일 저녁때라 그런지 운좋게 웨이팅 없이 들어갔어요 여기는 고기도 맛있지만 겉절이 김치가 킥이네요 김치만 먹어도 맛있어서 고기가 오히려 남게 되는ㅎㅎ 맛보기 칼국수는 사골베이스라 다대기 안 넣어도 맛있었어요 기회되면 다시 가보고 싶네요!,133,True,,,,일요일 저녁때라 그런지 운좋게 웨이팅 없이 들어갔어요 여기는 고기도 맛있지만 겉절이 김치가 킥이네요 김치만 먹어도 맛있어서 고기가 오히려 남게 되는ㅎㅎ 맛보기 칼국수는 사골베이스라 다대기 안 넣어도 맛있었어요 기회되면 다시 가보고 싶네요!,일요일 저녁때라 그런지 운좋게 웨이팅 없이 들어갔어요 여기는 고기도 맛있지만 겉절이 김치가 킥이네요 김치만 먹어도 맛있어서 고기가 오히려 남게 되는 맛보기 칼국수는 사골베이스라 다대기 안 넣어도 맛있었어요 기회되면 다시 가보고 싶네요 EXCLAM,0,0,0,0,1,0,0,133,"웨이팅, 대기"
naver,능동미나리 성수지점,Art145,125.0,2026.01.06,4번째 방문,영수증,미나리 신선하고 너무 맛있어요 지나가다 대기줄 없어서 바로 들어갔어요 4번째 방문으로 인기있는 곳은 역시 이유가 있습니다 홀 가운데 자리라 조금 시끄러웠어요 안쪽 자리 앉는걸 추천합니다,103,True,,,,미나리 신선하고 너무 맛있어요 지나가다 대기줄 없어서 바로 들어갔어요 4번째 방문으로 인기있는 곳은 역시 이유가 있습니다 홀 가운데 자리라 조금 시끄러웠어요 안쪽 자리 앉는걸 추천합니다,미나리 신선하고 너무 맛있어요 지나가다 대기줄 없어서 바로 들어갔어요 4번째 방문으로 인기있는 곳은 역시 이유가 있습니다 홀 가운데 자리라 조금 시끄러웠어요 안쪽 자리 앉는걸 추천합니다,0,0,0,0,0,0,1,103,대기
naver,장인닭갈비 홍대점,yeo****,3.0,2026.04.11,1번째 방문,영수증,홍대 올때마다 맛있어서 항상 와서 먹어요! 조금 대기가 있긴 하지만 사람들이 빨리빨리 빠져서 금방 들어갑니다. 직원분들도 다 친절하십니다,76,True,,,,홍대 올때마다 맛있어서 항상 와서 먹어요! 조금 대기가 있긴 하지만 사람들이 빨리빨리 빠져서 금방 들어갑니다. 직원분들도 다 친절하십니다,홍대 올때마다 맛있어서 항상 와서 먹어요 EXCLAM 조금 대기가 있긴 하지만 사람들이 빨리빨리 빠져서 금방 들어갑니다 직원분들도 다 친절하십니다,0,0,0,0,1,0,0,76,"친절, 직원, 대기, 빨리"
naver,옥동식,연남웨일즈,2420.0,2025.11.06,2번째 방문,영수증,고기 냄새가 많이 나서 저는 별로였습니다. 애성회관이나 온수반이 더 좋아요. 외국인 손님이 많은 편입니다. 직원이 차라리 친절하기라도 하면 좋으련만... 외국인들한테라도...,97,True,,,,고기 냄새가 많이 나서 저는 별로였습니다. 애성회관이나 온수반이 더 좋아요. 외국인 손님이 많은 편입니다. 직원이 차라리 친절하기라도 하면 좋으련만... 외국인들한테라도...,고기 냄새가 많이 나서 저는 별로였습니다 애성회관이나 온수반이 더 좋아요 외국인 손님이 많은 편입니다 직원이 차라리 친절하기라도 하면 좋으련만 외국인들한테라도,0,0,0,0,0,0,0,97,"친절, 직원"
naver,훼미리손칼국수보쌈,endnrl12,11.0,2025.12.14,1번째 방문,영수증,"음식은 괜찮은편 직원 교육을 해야할듯 합니다 서빙하는 직원이 식기, 반찬을 던지듯 툭 툭 던지고 음료나 주류를 주문해도 대답도 안하고.. 아무리 바쁘더라도 이런 응대는 좀 불쾌하네요 다시 방문의사는 없습니다.",116,False,,,,"음식은 괜찮은편 직원 교육을 해야할듯 합니다 서빙하는 직원이 식기, 반찬을 던지듯 툭 툭 던지고 음료나 주류를 주문해도 대답도 안하고.. 아무리 바쁘더라도 이런 응대는 좀 불쾌하네요 다시 방문의사는 없습니다.",음식은 괜찮은편 직원 교육을 해야할듯 합니다 서빙하는 직원이 식기 반찬을 던지듯 툭 툭 던지고 음료나 주류를 주문해도 대답도 안하고 아무리 바쁘더라도 이런 응대는 좀 불쾌하네요 다시 방문의사는 없습니다,0,0,0,0,0,0,0,116,"응대, 직원, 주문, 서빙"
naver,조선시대,모만타이76,12.0,2026.03.14,1번째 방문,영수증,음식ㅇ이 너무 맛있고 직원분들도 다 친절하세요~~~! 분위가 좋고 단체모임하기에 좋습니당 추천이요!!!,57,True,,,,음식ㅇ이 너무 맛있고 직원분들도 다 친절하세요~~~! 분위가 좋고 단체모임하기에 좋습니당 추천이요!!!,음식 이 너무 맛있고 직원분들도 다 친절하세요 TILDE EXCLAM 분위가 좋고 단체모임하기에 좋습니당 추천이요 EXCLAM,0,0,0,0,1,0,0,57,"친절, 직원"
kakao,육지,고윤영,2.0,2025-09-14,,,"친구들과 합정 근처 고깃집 찾다가 리뷰가 좋길래 방문했어요! 직원분이 무척 친절하시고 직접 구워주셔서 편했어요. 일단 비주얼부터 최고고, 육즙이 넘쳐서 정말 맛있었어요~!",95,True,5.0,5.0,브론즈 레벨,"친구들과 합정 근처 고깃집 찾다가 리뷰가 좋길래 방문했어요! 직원분이 무척 친절하시고 직접 구워주셔서 편했어요. 일단 비주얼부터 최고고, 육즙이 넘쳐서 정말 맛있었어요~!",친구들과 합정 근처 고깃집 찾다가 리뷰가 좋길래 방문했어요 EXCLAM 직원분이 무척 친절하시고 직접 구워주셔서 편했어요 일단 비주얼부터 최고고 육즙이 넘쳐서 정말 맛있었어요 EXCLAM,0,0,0,0,1,0,0,95,"친절, 직원, 구워주"
naver,소문난성수감자탕,커피광광,27.0,2026.02.07,1번째 방문,예약,"정말 추운 날에 대기가 걱정이었는데, 10분? 15분만에 금방 들어가서 좋았습니다. 별관까지 있어서 줄은 금방 빠지더라구요. 감자탕으로 먹었는데 인원수만큼의 양만 주문해도 충분히 먹었습니다. 그리고 탕에 얼갈이는 많은 편은 아니라서 얼갈이 좋아하는 분은 추가로 해서 먹으면 딱일 것 같아요. 감자탕 맛은 기본적인 맛인데, 고기에서 냄새 안나고 뼈랑 살 분리 잘 되어서 좋았습니다. 국물 러버로써 이런 기본적인 맛의 국물이 참 좋더라구요~ 위장만 괜찮으면 밥 볶아먹고 싶었어요",265,True,,,,"정말 추운 날에 대기가 걱정이었는데, 10분? 15분만에 금방 들어가서 좋았습니다. 별관까지 있어서 줄은 금방 빠지더라구요. 감자탕으로 먹었는데 인원수만큼의 양만 주문해도 충분히 먹었습니다. 그리고 탕에 얼갈이는 많은 편은 아니라서 얼갈이 좋아하는 분은 추가로 해서 먹으면 딱일 것 같아요. 감자탕 맛은 기본적인 맛인데, 고기에서 냄새 안나고 뼈랑 살 분리 잘 되어서 좋았습니다. 국물 러버로써 이런 기본적인 맛의 국물이 참 좋더라구요~ 위장만 괜찮으면 밥 볶아먹고 싶었어요",정말 추운 날에 대기가 걱정이었는데 10분 QUESTION 15분만에 금방 들어가서 좋았습니다 별관까지 있어서 줄은 금방 빠지더라구요 감자탕으로 먹었는데 인원수만큼의 양만 주문해도 충분히 먹었습니다 그리고 탕에 얼갈이는 많은 편은 아니라서 얼갈이 좋아하는 분은 추가로 해서 먹으면 딱일 것 같아요 감자탕 맛은 기본적인 맛인데 고기에서 냄새 안나고 뼈랑 살 분리 잘 되어서 좋았습니다 국물 러버로써 이런 기본적인 맛의 국물이 참 좋더라구요 위장만 괜찮으면 밥 볶아먹고 싶었어요,0,0,0,0,0,1,1,265,"주문, 대기"
naver,뼈탄집 성수역점,cka06,21.0,2026.04.24,1번째 방문,영수증,예약후 방문 . 고기가 아주맛있고 친절해여~ 다음에 재방문할꺼예요 ㅎ 된장술밥 / 냉면 꼭 드시길 ㅎㅎ,57,True,,,,예약후 방문 . 고기가 아주맛있고 친절해여~ 다음에 재방문할꺼예요 ㅎ 된장술밥 / 냉면 꼭 드시길 ㅎㅎ,예약후 방문 고기가 아주맛있고 친절해여 다음에 재방문할꺼예요 된장술밥 냉면 꼭 드시길,0,0,0,0,0,0,0,57,"친절, 예약"
naver,능동미나리 성수지점,tel****,109.0,2025.10.17,1번째 방문,영수증,리뷰 쓰면서 또 생각나는 맛입니다. 석박지가 다 했어요 와! 👍🏻👍🏻 곱창전골 딱 소주를 부르는 맛이고 엄청 바쁘고 손님들 많은데 직원분들이 다 친절해서 더 좋아요. 매장이 엄청 춥고 시끄러운데 회전이 빨라요. 또 먹으러 올게요.,128,True,,,,리뷰 쓰면서 또 생각나는 맛입니다. 석박지가 다 했어요 와! 👍🏻👍🏻 곱창전골 딱 소주를 부르는 맛이고 엄청 바쁘고 손님들 많은데 직원분들이 다 친절해서 더 좋아요. 매장이 엄청 춥고 시끄러운데 회전이 빨라요. 또 먹으러 올게요.,리뷰 쓰면서 또 생각나는 맛입니다 석박지가 다 했어요 와 EXCLAM EMO_POS EMO_POS 곱창전골 딱 소주를 부르는 맛이고 엄청 바쁘고 손님들 많은데 직원분들이 다 친절해서 더 좋아요 매장이 엄청 춥고 시끄러운데 회전이 빨라요 또 먹으러 올게요,1,0,0,0,1,0,0,128,"친절, 직원"
naver,홍대 육지,Lukxi,11.0,2026.04.28,1번째 방문,영수증,가게 인테리어도 너무 이쁘고 맛있어보여서 들어왔는데 고기도 직접 구워주셔서 너무 편하게 먹었어요!! 고기도 맛있고 사이드도 맛있어서 나오자마자 정신없이 먹었네요 또 올게요~,96,True,,,,가게 인테리어도 너무 이쁘고 맛있어보여서 들어왔는데 고기도 직접 구워주셔서 너무 편하게 먹었어요!! 고기도 맛있고 사이드도 맛있어서 나오자마자 정신없이 먹었네요 또 올게요~,가게 인테리어도 너무 이쁘고 맛있어보여서 들어왔는데 고기도 직접 구워주셔서 너무 편하게 먹었어요 EXCLAM 고기도 맛있고 사이드도 맛있어서 나오자마자 정신없이 먹었네요 또 올게요,0,0,0,0,1,0,0,96,구워주
kakao,장인닭갈비 홍대점,동글동글도비,9.0,2025-04-08,,,"보러색 헤어 하신 외국인 여직원분 굉장히 친절 하셨습니다 중간맛도 매울 수 있다고 설명도 해주시고 계속 웃으면서 응대해주셔서 좋았습니다 먹는 중간중간 주위 테이블 외국인분들이 계속 반도 못 먹고 나가시길래 보니 남자 직원분이 되게 건성건성 응대하시고 기본맛으로 주셔서 매워서 못드시고 나가시더라구요 안내멘트도 없고 불러도 안오셔서 저희 테이블이 설명해드렸어요 뭐 이런것도 바빠서 그럴 수 있지, 직원분이 영어를 잘 못하시나보다 하고 넘어 갈 수 있는데 저희 테이블이 볶음밥 시키고 15분이 넘게 안나와서 부르니까 ""이제 나와요"" 하고 주문 넣으러 가신것도 봤어요 근데 주문도 잘못 넣으셔서 재주문 했습니다 이런 상황이면 직원응대가 미흡했다던지 매장이 너무 바빠서 깜빡했다던지 말을 하면서 죄송하다는 사과가 있어야하는데 그냥 새로 가져온거 볶으시면서 ""죄송해요~"" 이러고 가셔서 기분이 좀 많이 나빴네요 웨이팅도 많고 방문객도 많습니다 맛도 괜찮았고 양도 괜찮았습니다 하지만 직원응대가 너무 별로라서 그 장점을 다 깎아 먹는다고 생각하시면 됩니다",528,False,1.0,3.9,실버 레벨,"보러색 헤어 하신 외국인 여직원분 굉장히 친절 하셨습니다 중간맛도 매울 수 있다고 설명도 해주시고 계속 웃으면서 응대해주셔서 좋았습니다 먹는 중간중간 주위 테이블 외국인분들이 계속 반도 못 먹고 나가시길래 보니 남자 직원분이 되게 건성건성 응대하시고 기본맛으로 주셔서 매워서 못드시고 나가시더라구요 안내멘트도 없고 불러도 안오셔서 저희 테이블이 설명해드렸어요 뭐 이런것도 바빠서 그럴 수 있지, 직원분이 영어를 잘 못하시나보다 하고 넘어 갈 수 있는데 저희 테이블이 볶음밥 시키고 15분이 넘게 안나와서 부르니까 ""이제 나와요"" 하고 주문 넣으러 가신것도 봤어요 근데 주문도 잘못 넣으셔서 재주문 했습니다 이런 상황이면 직원응대가 미흡했다던지 매장이 너무 바빠서 깜빡했다던지 말을 하면서 죄송하다는 사과가 있어야하는데 그냥 새로 가져온거 볶으시면서 ""죄송해요~"" 이러고 가셔서 기분이 좀 많이 나빴네요 웨이팅도 많고 방문객도 많습니다 맛도 괜찮았고 양도 괜찮았습니다 하지만 직원응대가 너무 별로라서 그 장점을 다 깎아 먹는다고 생각하시면 됩니다",보러색 헤어 하신 외국인 여직원분 굉장히 친절 하셨습니다 중간맛도 매울 수 있다고 설명도 해주시고 계속 웃으면서 응대해주셔서 좋았습니다 먹는 중간중간 주위 테이블 외국인분들이 계속 반도 못 먹고 나가시길래 보니 남자 직원분이 되게 건성건성 응대하시고 기본맛으로 주셔서 매워서 못드시고 나가시더라구요 안내멘트도 없고 불러도 안오셔서 저희 테이블이 설명해드렸어요 뭐 이런것도 바빠서 그럴 수 있지 직원분이 영어를 잘 못하시나보다 하고 넘어 갈 수 있는데 저희 테이블이 볶음밥 시키고 15분이 넘게 안나와서 부르니까 이제 나와요 하고 주문 넣으러 가신것도 봤어요 근데 주문도 잘못 넣으셔서 재주문 했습니다 이런 상황이면 직원응대가 미흡했다던지 매장이 너무 바빠서 깜빡했다던지 말을 하면서 죄송하다는 사과가 있어야하는데 그냥 새로 가져온거 볶으시면서 죄송해요 이러고 가셔서 기분이 좀 많이 나빴네요 웨이팅도 많고 방문객도 많습니다 맛도 괜찮았고 양도 괜찮았습니다 하지만 직원응대가 너무 별로라서 그 장점을 다 깎아 먹는다고 생각하시면 됩니다,0,0,0,0,0,0,1,528,"친절, 응대, 직원, 주문, 안내, 설명, 사과, 웨이팅"
naver,훼미리손칼국수보쌈,unseo00,9.0,2025.07.01,1번째 방문,영수증,가성비 있는 맛집 맞지만 사장님인지 직원분인지 모르겠지만 서빙하시는 분이 맛을 다 지워버리네요 고기접시를 퉁명스럽게 거의 내팽기듯이 내려놓고 가시더군요 음식은 재료의 맛과 서비스로 결정지어지는 세상인데 서비스를 바라는 식당은 아니더군요,131,False,,,,가성비 있는 맛집 맞지만 사장님인지 직원분인지 모르겠지만 서빙하시는 분이 맛을 다 지워버리네요 고기접시를 퉁명스럽게 거의 내팽기듯이 내려놓고 가시더군요 음식은 재료의 맛과 서비스로 결정지어지는 세상인데 서비스를 바라는 식당은 아니더군요,가성비 있는 맛집 맞지만 사장님인지 직원분인지 모르겠지만 서빙하시는 분이 맛을 다 지워버리네요 고기접시를 퉁명스럽게 거의 내팽기듯이 내려놓고 가시더군요 음식은 재료의 맛과 서비스로 결정지어지는 세상인데 서비스를 바라는 식당은 아니더군요,0,0,0,0,0,0,0,131,"서비스, 직원, 사장님, 서빙"
kakao,소문난성수감자탕,희성,15.0,2025-11-28,,,고기 뻣뻣해서 먹기 힘들고 직원들 불친절하고 매장 더럽고 전체적으로 간이 슴슴해요 최악...,51,True,1.0,3.2,실버 레벨,고기 뻣뻣해서 먹기 힘들고 직원들 불친절하고 매장 더럽고 전체적으로 간이 슴슴해요 최악...,고기 뻣뻣해서 먹기 힘들고 직원들 불친절하고 매장 더럽고 전체적으로 간이 슴슴해요 최악,0,0,0,0,0,0,0,51,"친절, 불친절, 직원"
naver,원조 조박집 본관,안젤라씨네,1740.0,2025.10.28,1번째 방문,영수증,"마포에서 퇴근하는 남편 마중나갔다가 오랜만에 조박집 방문함. 퇴근시간 직전이라 빈 테이블이 몇개 있었으나 여섯시 조금 지나니까 빈자리가 없었음. 본관외에 별관과 신관도 있음. 처음에 주물럭 2인분 주문했고 맛있어서 1인분 추가함. 조박집 주물럭등심은 변함없이 부드럽고 맛있었음. 곁들여지는 반찬은 무생채, 파무침, 김치, 동치미 국물에 말아주는 국수가 전부. 조박집은 돼지갈비도 맛있으니 다음에는 돼지갈비 먹으러 가야겠음. 식당에 별도 주차장없음. 근처 마포 유수지 공영주차장이나 염리 공영주차장 이용 가능하지만 1시간만 요금이 지원됨.",300,True,,,,"마포에서 퇴근하는 남편 마중나갔다가 오랜만에 조박집 방문함. 퇴근시간 직전이라 빈 테이블이 몇개 있었으나 여섯시 조금 지나니까 빈자리가 없었음. 본관외에 별관과 신관도 있음. 처음에 주물럭 2인분 주문했고 맛있어서 1인분 추가함. 조박집 주물럭등심은 변함없이 부드럽고 맛있었음. 곁들여지는 반찬은 무생채, 파무침, 김치, 동치미 국물에 말아주는 국수가 전부. 조박집은 돼지갈비도 맛있으니 다음에는 돼지갈비 먹으러 가야겠음. 식당에 별도 주차장없음. 근처 마포 유수지 공영주차장이나 염리 공영주차장 이용 가능하지만 1시간만 요금이 지원됨.",마포에서 퇴근하는 남편 마중나갔다가 오랜만에 조박집 방문함 퇴근시간 직전이라 빈 테이블이 몇개 있었으나 여섯시 조금 지나니까 빈자리가 없었음 본관외에 별관과 신관도 있음 처음에 주물럭 2인분 주문했고 맛있어서 1인분 추가함 조박집 주물럭등심은 변함없이 부드럽고 맛있었음 곁들여지는 반찬은 무생채 파무침 김치 동치미 국물에 말아주는 국수가 전부 조박집은 돼지갈비도 맛있으니 다음에는 돼지갈비 먹으러 가야겠음 식당에 별도 주차장없음 근처 마포 유수지 공영주차장이나 염리 공영주차장 이용 가능하지만 1시간만 요금이 지원됨,0,0,0,0,0,0,1,300,주문
