platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,review_original,review_sentiment,has_emo_pos,has_emo_neg,has_laugh,has_cry,has_exclamation,has_question,has_number,original_char_len,가격_matched_keywords
naver,홍대 육지,mrs****,8.0,2026.04.28,1번째 방문,영수증,친절한 서비스에 일단 감동으로 시작... 쾌적한 공간에 잔잔한 bgm.. 돈대갈비 👍 .. 모든 🐖 🐷 👍👍👍 호강하는 하루였어요.^^,75,True,,,,친절한 서비스에 일단 감동으로 시작... 쾌적한 공간에 잔잔한 bgm.. 돈대갈비 👍 .. 모든 🐖 🐷 👍👍👍 호강하는 하루였어요.^^,친절한 서비스에 일단 감동으로 시작 쾌적한 공간에 잔잔한 bgm 돈대갈비 EMO_POS 모든 EMO_POS EMO_POS EMO_POS 호강하는 하루였어요,1,0,0,0,0,0,0,75,돈
kakao,태양곱창 성수,노을,2.0,2025-02-10,,,얼마 전 그 근처 다른 식당 갔다가 너무 맛있어보여서 맛집 리스트에 넣었다가 성수역에 갈 일이 있어서 방문해보았어요. 문 열고 들어가니 이미 많은 분들이 많이 계시더라고요~바쁜데도 직원분들이 너무 친절하게 잘 해주셔서 맛있게 먹고 왔어요!! 재방문할 의사 있습니다~,148,False,5.0,5.0,브론즈 레벨,얼마 전 그 근처 다른 식당 갔다가 너무 맛있어보여서 맛집 리스트에 넣었다가 성수역에 갈 일이 있어서 방문해보았어요. 문 열고 들어가니 이미 많은 분들이 많이 계시더라고요~바쁜데도 직원분들이 너무 친절하게 잘 해주셔서 맛있게 먹고 왔어요!! 재방문할 의사 있습니다~,얼마 전 그 근처 다른 식당 갔다가 너무 맛있어보여서 맛집 리스트에 넣었다가 성수역에 갈 일이 있어서 방문해보았어요 문 열고 들어가니 이미 많은 분들이 많이 계시더라고요 바쁜데도 직원분들이 너무 친절하게 잘 해주셔서 맛있게 먹고 왔어요 EXCLAM 재방문할 의사 있습니다,0,0,0,0,1,0,0,148,원
naver,금금 성수점,민티블,18.0,2026.02.25,1번째 방문,영수증,친구들이랑 성수에서 한식 먹고싶어서 갔는데 특이한 메뉴들도 많고 가격도 괜찮아서 좋았어요! 면 종류 두가지랑 양배추쌈밥 시켰는데 국수 면도 쫄깃하고 맛있고 쌈밥은 같이 간 친구들 다 맛있다고 해서 데려오길 잘했네요. 다음에 또 가보려구요!,133,True,,,,친구들이랑 성수에서 한식 먹고싶어서 갔는데 특이한 메뉴들도 많고 가격도 괜찮아서 좋았어요! 면 종류 두가지랑 양배추쌈밥 시켰는데 국수 면도 쫄깃하고 맛있고 쌈밥은 같이 간 친구들 다 맛있다고 해서 데려오길 잘했네요. 다음에 또 가보려구요!,친구들이랑 성수에서 한식 먹고싶어서 갔는데 특이한 메뉴들도 많고 가격도 괜찮아서 좋았어요 EXCLAM 면 종류 두가지랑 양배추쌈밥 시켰는데 국수 면도 쫄깃하고 맛있고 쌈밥은 같이 간 친구들 다 맛있다고 해서 데려오길 잘했네요 다음에 또 가보려구요 EXCLAM,0,0,0,0,1,0,0,133,가격
kakao,쭌곱창,서동만,2.0,2025-04-08,,,맛있고 가성비 있어요!! 사장님도 완전 친절하시고 맘에 듭니다~~ 강추해요!!,43,True,5.0,5.0,브론즈 레벨,맛있고 가성비 있어요!! 사장님도 완전 친절하시고 맘에 듭니다~~ 강추해요!!,맛있고 가성비 있어요 EXCLAM 사장님도 완전 친절하시고 맘에 듭니다 TILDE 강추해요 EXCLAM,0,0,0,0,1,0,0,43,가성비
naver,원조 조박집 본관,안젤라씨네,1740.0,2025.10.28,1번째 방문,영수증,"마포에서 퇴근하는 남편 마중나갔다가 오랜만에 조박집 방문함. 퇴근시간 직전이라 빈 테이블이 몇개 있었으나 여섯시 조금 지나니까 빈자리가 없었음. 본관외에 별관과 신관도 있음. 처음에 주물럭 2인분 주문했고 맛있어서 1인분 추가함. 조박집 주물럭등심은 변함없이 부드럽고 맛있었음. 곁들여지는 반찬은 무생채, 파무침, 김치, 동치미 국물에 말아주는 국수가 전부. 조박집은 돼지갈비도 맛있으니 다음에는 돼지갈비 먹으러 가야겠음. 식당에 별도 주차장없음. 근처 마포 유수지 공영주차장이나 염리 공영주차장 이용 가능하지만 1시간만 요금이 지원됨.",300,True,,,,"마포에서 퇴근하는 남편 마중나갔다가 오랜만에 조박집 방문함. 퇴근시간 직전이라 빈 테이블이 몇개 있었으나 여섯시 조금 지나니까 빈자리가 없었음. 본관외에 별관과 신관도 있음. 처음에 주물럭 2인분 주문했고 맛있어서 1인분 추가함. 조박집 주물럭등심은 변함없이 부드럽고 맛있었음. 곁들여지는 반찬은 무생채, 파무침, 김치, 동치미 국물에 말아주는 국수가 전부. 조박집은 돼지갈비도 맛있으니 다음에는 돼지갈비 먹으러 가야겠음. 식당에 별도 주차장없음. 근처 마포 유수지 공영주차장이나 염리 공영주차장 이용 가능하지만 1시간만 요금이 지원됨.",마포에서 퇴근하는 남편 마중나갔다가 오랜만에 조박집 방문함 퇴근시간 직전이라 빈 테이블이 몇개 있었으나 여섯시 조금 지나니까 빈자리가 없었음 본관외에 별관과 신관도 있음 처음에 주물럭 2인분 주문했고 맛있어서 1인분 추가함 조박집 주물럭등심은 변함없이 부드럽고 맛있었음 곁들여지는 반찬은 무생채 파무침 김치 동치미 국물에 말아주는 국수가 전부 조박집은 돼지갈비도 맛있으니 다음에는 돼지갈비 먹으러 가야겠음 식당에 별도 주차장없음 근처 마포 유수지 공영주차장이나 염리 공영주차장 이용 가능하지만 1시간만 요금이 지원됨,0,0,0,0,0,0,1,300,원
kakao,태양곱창 성수,밍,7.0,2025-02-02,,,친절하긴한데 냄새 너무 나서 먹고 뱉음;; 진심 못 먹겠어요. 구역질 나요. 친구랑 둘 다 밥 못 먹음. 양념 듬뿍 찍으면 그나마 먹을만함. 돈버림 0.1점 주고픔.,92,True,1.0,2.7,실버 레벨,친절하긴한데 냄새 너무 나서 먹고 뱉음;; 진심 못 먹겠어요. 구역질 나요. 친구랑 둘 다 밥 못 먹음. 양념 듬뿍 찍으면 그나마 먹을만함. 돈버림 0.1점 주고픔.,친절하긴한데 냄새 너무 나서 먹고 뱉음 진심 못 먹겠어요 구역질 나요 친구랑 둘 다 밥 못 먹음 양념 듬뿍 찍으면 그나마 먹을만함 돈버림 0 1점 주고픔,0,0,0,0,0,0,1,92,돈
kakao,소문난성수감자탕,박미린눙,1.0,2025-06-18,,,"리뷰 첨 써보는데 여기 직원분들중에 피부 어둡고 키 작으신분,,다른 손님이랑 카운터에서 막 싸우시고 저희 테이블 결제할때 보니까 말투나 태도 그냥 싸우자는투였어요. 맞는 일 찾아서 하세요. 남들 피해주지마시고. 맛, 가격 다 별로였음 그냥 가지마세요.",140,False,1.0,1.0,브론즈 레벨,"리뷰 첨 써보는데 여기 직원분들중에 피부 어둡고 키 작으신분,,다른 손님이랑 카운터에서 막 싸우시고 저희 테이블 결제할때 보니까 말투나 태도 그냥 싸우자는투였어요. 맞는 일 찾아서 하세요. 남들 피해주지마시고. 맛, 가격 다 별로였음 그냥 가지마세요.",리뷰 첨 써보는데 여기 직원분들중에 피부 어둡고 키 작으신분 다른 손님이랑 카운터에서 막 싸우시고 저희 테이블 결제할때 보니까 말투나 태도 그냥 싸우자는투였어요 맞는 일 찾아서 하세요 남들 피해주지마시고 맛 가격 다 별로였음 그냥 가지마세요,0,0,0,0,0,0,0,140,"가격, 원"
kakao,육지,전현기,2.0,2025-07-09,,,직원분들이 친절하시고 고기가 엄청 맛있어요!,24,True,5.0,5.0,브론즈 레벨,직원분들이 친절하시고 고기가 엄청 맛있어요!,직원분들이 친절하시고 고기가 엄청 맛있어요 EXCLAM,0,0,0,0,1,0,0,24,원
naver,을밀대 평양냉면,헬리오트로프,485.0,2025.07.30,1번째 방문,예약,"녹두전이 킥입니다..!!! 나중에 녹두전만 포장하러 올 수도 있을 것 같아요! 평냉도 역시 이름값합니다. 근데 평냉은 먼가 다이어트해서 자극적인 음식과 멀어졌을 때, 미각이 예민해졌을 때 더 맛있게 다가오는 느낌입니다. 글구 면발이 직접 뽑으셔서 시중면발이랑 다릅니다!! + 육수도 구수한 맛이 일품(특히 뜨거운 육수)",178,True,,,,"녹두전이 킥입니다..!!! 나중에 녹두전만 포장하러 올 수도 있을 것 같아요! 평냉도 역시 이름값합니다. 근데 평냉은 먼가 다이어트해서 자극적인 음식과 멀어졌을 때, 미각이 예민해졌을 때 더 맛있게 다가오는 느낌입니다. 글구 면발이 직접 뽑으셔서 시중면발이랑 다릅니다!! + 육수도 구수한 맛이 일품(특히 뜨거운 육수)",녹두전이 킥입니다 EXCLAM 나중에 녹두전만 포장하러 올 수도 있을 것 같아요 EXCLAM 평냉도 역시 이름값합니다 근데 평냉은 먼가 다이어트해서 자극적인 음식과 멀어졌을 때 미각이 예민해졌을 때 더 맛있게 다가오는 느낌입니다 글구 면발이 직접 뽑으셔서 시중면발이랑 다릅니다 EXCLAM 육수도 구수한 맛이 일품 특히 뜨거운 육수,0,0,0,0,1,0,0,178,값
naver,육산장 홍대본점,cls****,80.0,2026.04.17,1번째 방문,영수증,원래 다른 식당 가려다가 냄새에 이끌려 들어왔습니다..! 야외 컨셉 너무 좋고 의자도 편하고 고기도 초벌되어 나와서 금방 먹을 수 있었어요.. 진짜 맛있고 비주얼도 대박입니다 ㅠㅠ 재방문의사 100%✨,112,True,,,,원래 다른 식당 가려다가 냄새에 이끌려 들어왔습니다..! 야외 컨셉 너무 좋고 의자도 편하고 고기도 초벌되어 나와서 금방 먹을 수 있었어요.. 진짜 맛있고 비주얼도 대박입니다 ㅠㅠ 재방문의사 100%✨,원래 다른 식당 가려다가 냄새에 이끌려 들어왔습니다 EXCLAM 야외 컨셉 너무 좋고 의자도 편하고 고기도 초벌되어 나와서 금방 먹을 수 있었어요 진짜 맛있고 비주얼도 대박입니다 재방문의사 100 EMO_POS,1,0,0,1,1,0,1,112,원
kakao,소문난성수감자탕,뮤,21.0,2025-09-17,,,감자탕 먹는데 웨이팅하는 것부터 좀 킹받지만 참고 기다렸는데 고기가 상한건지 쓴맛나고 맛이 없어서 몇숟갈 제대로 먹지도 못했고 양은 양대로 적고 감자탕 2인분에 가격도 꽤나 하는데 우거지는 얇게 네줄 겨우 들어가있고 … 감자탕이 사실 맛없기가 쉽지 않은 음식인데 기본적인 맛조차도 안되는게 충격적이었어요 맛이 없는걸로 소문이 난건가? 장사가 잘되는게 신기하네요 서비스 맛 가격 뭐하나 좋은게 없는데… 외국인들이 이걸 먹고 한국의 감자탕이라고 받아들일 생각을 하니 암담하네요 다시는 안갑니다,273,True,1.0,3.5,실버 레벨,감자탕 먹는데 웨이팅하는 것부터 좀 킹받지만 참고 기다렸는데 고기가 상한건지 쓴맛나고 맛이 없어서 몇숟갈 제대로 먹지도 못했고 양은 양대로 적고 감자탕 2인분에 가격도 꽤나 하는데 우거지는 얇게 네줄 겨우 들어가있고 … 감자탕이 사실 맛없기가 쉽지 않은 음식인데 기본적인 맛조차도 안되는게 충격적이었어요 맛이 없는걸로 소문이 난건가? 장사가 잘되는게 신기하네요 서비스 맛 가격 뭐하나 좋은게 없는데… 외국인들이 이걸 먹고 한국의 감자탕이라고 받아들일 생각을 하니 암담하네요 다시는 안갑니다,감자탕 먹는데 웨이팅하는 것부터 좀 킹받지만 참고 기다렸는데 고기가 상한건지 쓴맛나고 맛이 없어서 몇숟갈 제대로 먹지도 못했고 양은 양대로 적고 감자탕 2인분에 가격도 꽤나 하는데 우거지는 얇게 네줄 겨우 들어가있고 감자탕이 사실 맛없기가 쉽지 않은 음식인데 기본적인 맛조차도 안되는게 충격적이었어요 맛이 없는걸로 소문이 난건가 QUESTION 장사가 잘되는게 신기하네요 서비스 맛 가격 뭐하나 좋은게 없는데 외국인들이 이걸 먹고 한국의 감자탕이라고 받아들일 생각을 하니 암담하네요 다시는 안갑니다,0,0,0,0,0,1,1,273,가격
naver,훼미리손칼국수보쌈,미스터화이트,993.0,2025.10.25,2번째 방문,영수증,성수 가성비 최고의 맛집 🍭맛 - 솔직히 칼국수 보쌈 이렇게 푸짐하게 주는데 맛도 있어요 칼국수면은 부들부들 간은 슴슴한듯 하구요 보쌈은 진짜 바로 썰어주셔서 뜨끈하니 좋습니다 보쌈김치가 살짝 더 달큰하고 무김치나 일반김치도 다 맛있어요 배추도 싱싱 그 자체구요 🍭내부모습 - 생각보다 넓고 전부 4인석입니다 🍭서비스 외 기타 - 오픈런을 못할 것 같으면 그냥 12시반 넘어와도 좋을듯해요 저는 주말점심기준 40분 웨이팅 했습니다 오픈런 실패면 이 정도인데 그 이후는 종종 회전률 빨라서 잘 들어가는 듯요 ㅋ,284,True,,,,성수 가성비 최고의 맛집 🍭맛 - 솔직히 칼국수 보쌈 이렇게 푸짐하게 주는데 맛도 있어요 칼국수면은 부들부들 간은 슴슴한듯 하구요 보쌈은 진짜 바로 썰어주셔서 뜨끈하니 좋습니다 보쌈김치가 살짝 더 달큰하고 무김치나 일반김치도 다 맛있어요 배추도 싱싱 그 자체구요 🍭내부모습 - 생각보다 넓고 전부 4인석입니다 🍭서비스 외 기타 - 오픈런을 못할 것 같으면 그냥 12시반 넘어와도 좋을듯해요 저는 주말점심기준 40분 웨이팅 했습니다 오픈런 실패면 이 정도인데 그 이후는 종종 회전률 빨라서 잘 들어가는 듯요 ㅋ,성수 가성비 최고의 맛집 맛 솔직히 칼국수 보쌈 이렇게 푸짐하게 주는데 맛도 있어요 칼국수면은 부들부들 간은 슴슴한듯 하구요 보쌈은 진짜 바로 썰어주셔서 뜨끈하니 좋습니다 보쌈김치가 살짝 더 달큰하고 무김치나 일반김치도 다 맛있어요 배추도 싱싱 그 자체구요 내부모습 생각보다 넓고 전부 4인석입니다 서비스 외 기타 오픈런을 못할 것 같으면 그냥 12시반 넘어와도 좋을듯해요 저는 주말점심기준 40분 웨이팅 했습니다 오픈런 실패면 이 정도인데 그 이후는 종종 회전률 빨라서 잘 들어가는 듯요,0,0,0,0,0,0,1,284,가성비
naver,원조 조박집 본관,PC크레이터 곰탱이,258.0,2025.10.16,2번째 방문,영수증,"서울 3대 돼지갈비집이라고… (그런데 이거 누가 정한거냐?) 블루리본 맛집이라고 (블루리본 스티커가 덕지덕지 이건 맞다.) 마포에 대표적인 맛집이라고… (그런데 정말 맛있기는 하다.) #원조조박집 (☆☆☆☆), 참 신기한건 가면 갈수록 여기 돼지갈비는 맛있어진다. 뭔가 마약 돼지갈비라고 해야 할 듯. 갈비의 느끼함을 국수말아넣은 동치미로 지우고 엄청나게 맛있는 열무김치도 최고! 마무리는 시래기 가득넣은 된장찌개! 솔직히 대파김치는 별로였음 ㅎ 끝 ! (꼬투리는 하나 잡아야지)",268,True,,,,"서울 3대 돼지갈비집이라고… (그런데 이거 누가 정한거냐?) 블루리본 맛집이라고 (블루리본 스티커가 덕지덕지 이건 맞다.) 마포에 대표적인 맛집이라고… (그런데 정말 맛있기는 하다.) #원조조박집 (☆☆☆☆), 참 신기한건 가면 갈수록 여기 돼지갈비는 맛있어진다. 뭔가 마약 돼지갈비라고 해야 할 듯. 갈비의 느끼함을 국수말아넣은 동치미로 지우고 엄청나게 맛있는 열무김치도 최고! 마무리는 시래기 가득넣은 된장찌개! 솔직히 대파김치는 별로였음 ㅎ 끝 ! (꼬투리는 하나 잡아야지)",서울 3대 돼지갈비집이라고 그런데 이거 누가 정한거냐 QUESTION 블루리본 맛집이라고 블루리본 스티커가 덕지덕지 이건 맞다 마포에 대표적인 맛집이라고 그런데 정말 맛있기는 하다 원조조박집 참 신기한건 가면 갈수록 여기 돼지갈비는 맛있어진다 뭔가 마약 돼지갈비라고 해야 할 듯 갈비의 느끼함을 국수말아넣은 동치미로 지우고 엄청나게 맛있는 열무김치도 최고 EXCLAM 마무리는 시래기 가득넣은 된장찌개 EXCLAM 솔직히 대파김치는 별로였음 끝 EXCLAM 꼬투리는 하나 잡아야지,0,0,0,0,1,1,1,268,원
naver,육산장 홍대본점,비미34,12.0,2026.03.22,1번째 방문,영수증,데이트 코스로 가격도 나쁘지 않고 고기 퀄리티 좋아요!!! 분위기 부터 실내 매우 좋아요 데이트 코스로 추천드려요!,64,True,,,,데이트 코스로 가격도 나쁘지 않고 고기 퀄리티 좋아요!!! 분위기 부터 실내 매우 좋아요 데이트 코스로 추천드려요!,데이트 코스로 가격도 나쁘지 않고 고기 퀄리티 좋아요 EXCLAM 분위기 부터 실내 매우 좋아요 데이트 코스로 추천드려요 EXCLAM,0,0,0,0,1,0,0,64,가격
naver,을밀대 평양냉면,벼리6394,123.0,2025.10.24,1번째 방문,영수증,오랫만에 냉면 예전맛이 안나요 면도 미끌거리고 육수는 짜고 입맛이 변한건지 김치 달라고히니 원래 냉면엔 안준다고 안주심 20년도 넘게 다니면서 먹은 김치는 무엇인지 암튼.이젠 그만 갈듯,103,True,,,,오랫만에 냉면 예전맛이 안나요 면도 미끌거리고 육수는 짜고 입맛이 변한건지 김치 달라고히니 원래 냉면엔 안준다고 안주심 20년도 넘게 다니면서 먹은 김치는 무엇인지 암튼.이젠 그만 갈듯,오랫만에 냉면 예전맛이 안나요 면도 미끌거리고 육수는 짜고 입맛이 변한건지 김치 달라고히니 원래 냉면엔 안준다고 안주심 20년도 넘게 다니면서 먹은 김치는 무엇인지 암튼 이젠 그만 갈듯,0,0,0,0,0,0,1,103,원
naver,조선시대,sih****,26.0,2026.03.22,1번째 방문,영수증,"전부 먹고나서 촬영하였지만 정말 재미있게 이벤트,게임,직원분들과 술자리시간을 보냈고 술자리를 재미있게 즐기게 도와주는 자리였어요",71,True,,,,"전부 먹고나서 촬영하였지만 정말 재미있게 이벤트,게임,직원분들과 술자리시간을 보냈고 술자리를 재미있게 즐기게 도와주는 자리였어요",전부 먹고나서 촬영하였지만 정말 재미있게 이벤트 게임 직원분들과 술자리시간을 보냈고 술자리를 재미있게 즐기게 도와주는 자리였어요,0,0,0,0,0,0,0,71,원
naver,황금콩밭,리락쿠마쓰,293.0,2026.03.07,1번째 방문,예약,점심때쯤 갔고 웨이팅 없었어요! 두부가 진짜 부드럽고 맛있었어요 근데 감칠맛은 덜한 건강한 맛이였습니다🙂 반찬은 5가지 정도 나오고 같은 메뉴를 2인분 이상 시키시면 버너에 끓여서 먹을 수 있으니 통일 하시는 걸 추천드려요😉 아쉬운점은 반찬 리필할때 직원 호출 하기가 너무 어려워요..,159,True,,,,점심때쯤 갔고 웨이팅 없었어요! 두부가 진짜 부드럽고 맛있었어요 근데 감칠맛은 덜한 건강한 맛이였습니다🙂 반찬은 5가지 정도 나오고 같은 메뉴를 2인분 이상 시키시면 버너에 끓여서 먹을 수 있으니 통일 하시는 걸 추천드려요😉 아쉬운점은 반찬 리필할때 직원 호출 하기가 너무 어려워요..,점심때쯤 갔고 웨이팅 없었어요 EXCLAM 두부가 진짜 부드럽고 맛있었어요 근데 감칠맛은 덜한 건강한 맛이였습니다 EMO_POS 반찬은 5가지 정도 나오고 같은 메뉴를 2인분 이상 시키시면 버너에 끓여서 먹을 수 있으니 통일 하시는 걸 추천드려요 아쉬운점은 반찬 리필할때 직원 호출 하기가 너무 어려워요,1,0,0,0,1,0,1,159,원
naver,훼미리손칼국수보쌈,a7449,54.0,2026.05.05,1번째 방문,영수증,"정식은 2인분에 칼국수,밥 반공기정도 셋트로 나오는데 가격대비 맛있습니다 11시 반 되기전에 도착했는데 이미 손님들 다 앉아있더라구요 근데 불친절하셔서 기분은 안좋았습니다",95,True,,,,"정식은 2인분에 칼국수,밥 반공기정도 셋트로 나오는데 가격대비 맛있습니다 11시 반 되기전에 도착했는데 이미 손님들 다 앉아있더라구요 근데 불친절하셔서 기분은 안좋았습니다",정식은 2인분에 칼국수 밥 반공기정도 셋트로 나오는데 가격대비 맛있습니다 11시 반 되기전에 도착했는데 이미 손님들 다 앉아있더라구요 근데 불친절하셔서 기분은 안좋았습니다,0,0,0,0,0,0,1,95,"가격, 가격대"
naver,일등식당,디자인쟁이포에버,954.0,2025.06.14,4번째 방문,영수증,"주말동안 우리세식구 먹을 뼈해장국이 단돈 ₩16,000 이게 말이 되냐구… 게다가 맛은 자타공인 국내최고 일등 암튼 감사합니다. 오래오래 번창하셔요~~",84,True,,,,"주말동안 우리세식구 먹을 뼈해장국이 단돈 ₩16,000 이게 말이 되냐구… 게다가 맛은 자타공인 국내최고 일등 암튼 감사합니다. 오래오래 번창하셔요~~",주말동안 우리세식구 먹을 뼈해장국이 단돈 16 000 이게 말이 되냐구 게다가 맛은 자타공인 국내최고 일등 암튼 감사합니다 오래오래 번창하셔요 TILDE,0,0,0,0,0,0,1,84,돈
naver,각시보쌈,브레드님,652.0,2026.01.04,1번째 방문,예약,"이 근처에서 1만원 정식 가성비 정말 좋은 곳. 위의 사진에 + 김치찌개까지… 친절은 안할 수 있지만 이 정도면 굿! 가끔씩 오지만 점심, 식사시간때 사람들이 항상 많은 거 같다.",100,True,,,,"이 근처에서 1만원 정식 가성비 정말 좋은 곳. 위의 사진에 + 김치찌개까지… 친절은 안할 수 있지만 이 정도면 굿! 가끔씩 오지만 점심, 식사시간때 사람들이 항상 많은 거 같다.",이 근처에서 1만원 정식 가성비 정말 좋은 곳 위의 사진에 김치찌개까지 친절은 안할 수 있지만 이 정도면 굿 EXCLAM 가끔씩 오지만 점심 식사시간때 사람들이 항상 많은 거 같다,0,0,0,0,1,0,1,100,"가성비, 원"
kakao,능동미나리 성수점,🤩,114.0,2025-12-26,,,미나리 내음이 너무 좋아요.. 근데 가격대는 좀 있어요 ㅠ,32,True,4.0,3.9,골드 레벨,미나리 내음이 너무 좋아요.. 근데 가격대는 좀 있어요 ㅠ,미나리 내음이 너무 좋아요 근데 가격대는 좀 있어요,0,0,0,0,0,0,0,32,"가격, 가격대"
kakao,소문난성수감자탕,유나,1.0,2025-09-04,,,정말 불친절했어요. 저희가 물티슈를 부탁했는데 저희 쪽으로 던지더라고요. 제가 돈을 내고 밥을 먹으러 갔는데 마치 구걸하는 것처럼 느껴졌어요.,79,False,1.0,1.0,브론즈 레벨,정말 불친절했어요. 저희가 물티슈를 부탁했는데 저희 쪽으로 던지더라고요. 제가 돈을 내고 밥을 먹으러 갔는데 마치 구걸하는 것처럼 느껴졌어요.,정말 불친절했어요 저희가 물티슈를 부탁했는데 저희 쪽으로 던지더라고요 제가 돈을 내고 밥을 먹으러 갔는데 마치 구걸하는 것처럼 느껴졌어요,0,0,0,0,0,0,0,79,돈
naver,쭌곱창,김동석9575,17.0,2026.04.23,1번째 방문,영수증,저렴하고 맛있어요 :),12,True,,,,저렴하고 맛있어요 :),저렴하고 맛있어요,0,0,0,0,0,0,0,12,저렴
naver,육산장 홍대본점,세현임,2.0,2026.04.08,1번째 방문,영수증,양도 많고 맛있아요 !! 친구 추천으로 와봤는데 좋아요 👍🏻👍🏻 매장도 넓고 직원분들이 친절해요,53,True,,,,양도 많고 맛있아요 !! 친구 추천으로 와봤는데 좋아요 👍🏻👍🏻 매장도 넓고 직원분들이 친절해요,양도 많고 맛있아요 EXCLAM 친구 추천으로 와봤는데 좋아요 EMO_POS EMO_POS 매장도 넓고 직원분들이 친절해요,1,0,0,0,1,0,0,53,원
naver,소문난성수감자탕,나가나가타그타그,2395.0,2026.04.21,11번째 방문,포장,"새벽 4시에 포장으로 픽업해 먹었습니다. 그 시간대에는 매장에서 먹기엔 취객들이 많고 다소 시끄러운 분위기라 집에서 편하게 먹는 쪽을 선택했습니다. 포장은 처음이었는데, 1인분 15,000원의 양이 상당히 푸짐했습니다. 감자는 빠져 있었지만 대신 고기가 넉넉하게 들어 있어 전체적인 만족도는 높았습니다. 충분히 배부르게 먹을 수 있는 구성입니다. 이전 예정이라는 이야기가 있었던 것 같은데 아직까지는 별다른 안내는 보이지 않았습니다. 개인적으로는 지금처럼 계속 영업해 주셨으면 하는 바람입니다.",276,True,,,,"새벽 4시에 포장으로 픽업해 먹었습니다. 그 시간대에는 매장에서 먹기엔 취객들이 많고 다소 시끄러운 분위기라 집에서 편하게 먹는 쪽을 선택했습니다. 포장은 처음이었는데, 1인분 15,000원의 양이 상당히 푸짐했습니다. 감자는 빠져 있었지만 대신 고기가 넉넉하게 들어 있어 전체적인 만족도는 높았습니다. 충분히 배부르게 먹을 수 있는 구성입니다. 이전 예정이라는 이야기가 있었던 것 같은데 아직까지는 별다른 안내는 보이지 않았습니다. 개인적으로는 지금처럼 계속 영업해 주셨으면 하는 바람입니다.",새벽 4시에 포장으로 픽업해 먹었습니다 그 시간대에는 매장에서 먹기엔 취객들이 많고 다소 시끄러운 분위기라 집에서 편하게 먹는 쪽을 선택했습니다 포장은 처음이었는데 1인분 15 000원의 양이 상당히 푸짐했습니다 감자는 빠져 있었지만 대신 고기가 넉넉하게 들어 있어 전체적인 만족도는 높았습니다 충분히 배부르게 먹을 수 있는 구성입니다 이전 예정이라는 이야기가 있었던 것 같은데 아직까지는 별다른 안내는 보이지 않았습니다 개인적으로는 지금처럼 계속 영업해 주셨으면 하는 바람입니다,0,0,0,0,0,0,1,276,원
kakao,마포양지설렁탕 도화점,쇼핑왕루이,527.0,2025-03-10,,,맛이 없진 않다 하지만 기대가 컸던 탓인가? 아님 설렁탕이 가지고 있는 한계 때문일까? 깍두기는 달고 배추김치는 덜 익었고 가격은 착하지 않고 주차공간은 부족하고 다음에 기회가 된다면 다시 방문하겠지만 한동안은 갈 일이 없을듯 하다,129,True,3.0,3.9,블루 레벨,맛이 없진 않다 하지만 기대가 컸던 탓인가? 아님 설렁탕이 가지고 있는 한계 때문일까? 깍두기는 달고 배추김치는 덜 익었고 가격은 착하지 않고 주차공간은 부족하고 다음에 기회가 된다면 다시 방문하겠지만 한동안은 갈 일이 없을듯 하다,맛이 없진 않다 하지만 기대가 컸던 탓인가 QUESTION 아님 설렁탕이 가지고 있는 한계 때문일까 QUESTION 깍두기는 달고 배추김치는 덜 익었고 가격은 착하지 않고 주차공간은 부족하고 다음에 기회가 된다면 다시 방문하겠지만 한동안은 갈 일이 없을듯 하다,0,0,0,0,0,1,0,129,가격
naver,각시보쌈,11월 신부되다,572.0,2025.08.09,1번째 방문,영수증,가성비 갑이고 내돈내산으로 재방문 예정^^,23,True,,,,가성비 갑이고 내돈내산으로 재방문 예정^^,가성비 갑이고 내돈내산으로 재방문 예정,0,0,0,0,0,0,0,23,"가성비, 돈"
naver,옥동식,연남웨일즈,2420.0,2025.11.06,2번째 방문,영수증,고기 냄새가 많이 나서 저는 별로였습니다. 애성회관이나 온수반이 더 좋아요. 외국인 손님이 많은 편입니다. 직원이 차라리 친절하기라도 하면 좋으련만... 외국인들한테라도...,97,True,,,,고기 냄새가 많이 나서 저는 별로였습니다. 애성회관이나 온수반이 더 좋아요. 외국인 손님이 많은 편입니다. 직원이 차라리 친절하기라도 하면 좋으련만... 외국인들한테라도...,고기 냄새가 많이 나서 저는 별로였습니다 애성회관이나 온수반이 더 좋아요 외국인 손님이 많은 편입니다 직원이 차라리 친절하기라도 하면 좋으련만 외국인들한테라도,0,0,0,0,0,0,0,97,원
